date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:17	134303/134303	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/home-3.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/home-3.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:17	70380/70380	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/about.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/about.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:18	56313/56313	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/property.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/property.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:18	62734/62734	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/property-details.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/property-details.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:18	58284/58284	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/agency.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/agency.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:19	76049/76049	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/agency-details.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/agency-details.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:19	47107/47107	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/team.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/team.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:19	36133/36133	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/team-details.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/team-details.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:20	41446/41446	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/pricing.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/pricing.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:20	58049/58049	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/shop.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/shop.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:20	65139/65139	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/shop-details.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/shop-details.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:21	40236/40236	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/cart.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/cart.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:21	43546/43546	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/checkout.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/checkout.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:21	38895/38895	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/wishlist.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/wishlist.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:22	33941/33941	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/error.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/error.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:22	43677/43677	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/blog.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/blog.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:22	52038/52038	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/blog-details.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/blog-details.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:23	35697/35697	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202024%2011:33:32%20GMT	https://html.themeholy.com/realar/demo/contact.html	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/contact.html	(from https://html.themeholy.com/realar/demo/index.html)
18:11:23	20059/20059	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:34%20GMT	https://html.themeholy.com/realar/demo/assets/img/logo.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/logo.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:23	663/663	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/location-dot.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/location-dot.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:24	1014/1014	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/phone.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/phone.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:24	954/954	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/envelope.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/envelope.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:24	3141/3141	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/hero/hero_1_bg_mask.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/hero/hero_1_bg_mask.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:26	691086/691086	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_1.jpg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_1.jpg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:27	642109/642109	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_2.jpg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_2.jpg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:27	1084/1084	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/shape/about-1-mask.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/shape/about-1-mask.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:28	34880/34880	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/normal/about_1_1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/normal/about_1_1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:28	766454/766454	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_3.jpg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/hero/hero_bg_1_3.jpg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:28	18845/18845	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/normal/about_1_3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/normal/about_1_3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:29	873/873	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/service-icon1-1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/service-icon1-1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:29	110381/110381	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/normal/about_1_2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/normal/about_1_2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:29	724/724	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/service-icon1-2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/service-icon1-2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:29	804/804	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/service-icon1-3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/service-icon1-3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:30	64996/64996	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/project/project_1_1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/project/project_1_1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:30	1249/1249	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/shape/project-card1-img-mask.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/shape/project-card1-img-mask.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:30	9485/9485	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/project/project_shape1_1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/project/project_shape1_1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:31	479/479	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/arrow-right.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/arrow-right.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:31	62523/62523	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/project/project_1_2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/project/project_1_2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:32	69915/69915	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/project/project_1_3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/project/project_1_3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:32	1138/1138	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/shape/property-card1-img-mask.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/shape/property-card1-img-mask.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:32	101093/101093	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property1-1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property1-1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:32	1366/1366	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/property-icon1-1.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/property-icon1-1.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:33	914/914	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/property-icon1-2.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/property-icon1-2.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:33	954/954	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/property-icon1-3.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/property-icon1-3.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:34	2225/2225	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property-user-1-1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property-user-1-1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:34	108126/108126	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property1-2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property1-2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:34	2197/2197	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property-user-1-2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property-user-1-2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:35	108066/108066	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property1-3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property1-3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:35	2247/2247	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property-user-1-3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property-user-1-3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:35	88402/88402	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property1-4.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property1-4.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:36	2185/2185	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/property/property-user-1-4.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/property/property-user-1-4.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:36	690/690	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:38%20GMT	https://html.themeholy.com/realar/demo/assets/img/theme-img/aminities-shape1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/theme-img/aminities-shape1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:36	23336/23336	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:34%20GMT	https://html.themeholy.com/realar/demo/assets/img/aminities/aminities1-1.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/aminities/aminities1-1.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:37	1518/1518	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-1.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-1.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:37	27419/27419	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:34%20GMT	https://html.themeholy.com/realar/demo/assets/img/aminities/aminities1-2.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/aminities/aminities1-2.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:37	1231/1231	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-2.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-2.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:38	35798/35798	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:34%20GMT	https://html.themeholy.com/realar/demo/assets/img/aminities/aminities1-3.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/aminities/aminities1-3.png	(from https://html.themeholy.com/realar/demo/index.html)
18:11:38	1408/1408	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202024%2011:33:36%20GMT	https://html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-3.svg	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/icon/aminities-icon1-3.svg	(from https://html.themeholy.com/realar/demo/index.html)
18:11:38	27015/27015	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202024%2011:33:34%20GMT	https://html.themeholy.com/realar/demo/assets/img/aminities/aminities1-4.png	E:/SHIVANI/realestate/realar/Realar/html.themeholy.com/realar/demo/assets/img/aminities/aminities1-4.png	(from https://html.themeholy.com/realar/demo/index.html)
